原ID,原開放建議標題,原派發機關,建議資料集名稱,建議開放的欄位,建議原因,瀏覽次數,建議者,發表時間,頁面連結,標記人,標記時間,標記用＿ID,標記用＿開放建議標題,標記用＿派發機關,0. 政府對民眾申請開放資料的答覆是？,F1. 分案理由,F2. 派發機關數量是否正確,F3. 派發機關數量落差,F4. 派發且回覆數量是否完整,F5. 實際派發且回覆的機關數量,F6. 派發後實際回覆的機關數量有落差之數量,F7. 備註＿自行輸入,F8. 備註＿特定情況1,A1. 是否為開放資料？,(續) A2. 如果目前非開放資料，有說將來提供開放資料嗎？,A3. 是民眾需要的全部還是部分資料？,A4. (續) 目前只提供部分，有說將來要把資料補齊嗎？(填完請填A5),(續) A5. 目前只提供部分的原因1,(續) A6. 目前只提供部分的原因2,(續) A7. 目前只提供部分的原因3,A8. 准駁摘要,A9. 備註＿自行輸入1,A10. 備註＿特定情況1,A11. 備註＿特定情況2,A12. 備註＿特定情況3,A13. 備註＿特定情況4,B1. 是否有說明具體提供時間，或已回報提供？,"B1a. (續) 承諾提供時間為？
 格式：2019/06",B2. 是否提供開放資料？,B3. 是民眾需要的全部還是部分資料？,B4. 只提供部分的原因是？,B5. 只提供部分的原因是？,B6. 只提供部分的原因是？,B7. 准駁關鍵語句或摘要 (重點即可),B8. 備註＿自行輸入,B9. 備註＿特定情況1,B10. 備註＿特定情況2,B11. 備註＿特定情況3,C1. 不同意開放的原因是1,C2. 不同意開放的原因2,C3. 不同意開放的原因是3,C4. 准駁摘要,C5. 備註＿自行輸入,C6. 備註＿特定情況1,C7. 備註＿特定情況2,C8. 備註＿特定情況3,"DEGH1. 無法判斷/還未回覆/對於資料平台的意見/業務陳情意見而無關資料申請
 備註＿自行輸入",DEGH2. 備註＿特定情況1,DEGH3. 備註＿特定情況2,DEGH4. 備註＿特定情況3,V1. 驗證發現1,V2. 驗證發現1＿詳細描述：請貼上網址、或是細節文字,V3. 驗證發現2,V4. 驗證發現2＿詳細描述：請貼上網址、或是細節文字
85448,各縣市警消單位預算員額與實際在職員額人數,"臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",各縣市警消單位預算員額與實際在職員額人數,單位預算員額，實際在職員額人數，縣市別,了解實際現有警消人力配置是否足夠執行法定職掌,1412,許***人,2018/06/07 15:07,https://data.gov.tw/node/85448,淑貞,2019/5/20 下午 5:39:51,85448.4,各縣市警消單位預算員額與實際在職員額人數,嘉義市政府,B. 同意提供 (跳B),,,,,,,,,,,,,,,,,,,,,,已回報提供,,非提供開放資料,全部資料,,,,,文字敘述,非資料檔案或清單,,,,,,,,,,,,,,,,,,
85448,各縣市警消單位預算員額與實際在職員額人數,"臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",各縣市警消單位預算員額與實際在職員額人數,單位預算員額，實際在職員額人數，縣市別,了解實際現有警消人力配置是否足夠執行法定職掌,1412,許***人,2018/06/07 15:07,https://data.gov.tw/node/85448,淑貞,2019/5/20 下午 5:52:03,85448.5,各縣市警消單位預算員額與實際在職員額人數,基隆市政府,B. 同意提供 (跳B),,,,,,,,,,,,,,,,,,,,,,已回報提供,,非提供開放資料,全部資料,,,,相關資料提供本局開放資料平台參閱,文字敘述，開放資料平台的部分沒有找到,非資料檔案或清單,,,,,,,,,,,,,,,,,,
85448,各縣市警消單位預算員額與實際在職員額人數,"臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",各縣市警消單位預算員額與實際在職員額人數,單位預算員額，實際在職員額人數，縣市別,了解實際現有警消人力配置是否足夠執行法定職掌,1412,許***人,2018/06/07 15:07,https://data.gov.tw/node/85448,淑貞,2019/5/20 下午 4:29:28,85448.6,各縣市警消單位預算員額與實際在職員額人數,屏東縣政府,B. 同意提供 (跳B),,,,,,,,,,,,,,,,,,,,,,已回報提供,,提供開放資料,全部資料,,,,消防局提供相關數據如下： 消防人員預算員額為610人，現有在職員額為567人。 相關資訊已開放至資料開放平台，網址如下： https://data.gov.tw/dataset/91955,文字回覆，並以資料格式上載,正面案例,因為民眾申請才開放,非資料檔案或清單,,,,,,,,,,,,,不是新發現，我只是要補充問答內文中所提到的實際連結網址 (請貼上網址),https://data.gov.tw/dataset/91955,,
85448,各縣市警消單位預算員額與實際在職員額人數,"臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",各縣市警消單位預算員額與實際在職員額人數,單位預算員額，實際在職員額人數，縣市別,了解實際現有警消人力配置是否足夠執行法定職掌,1412,許***人,2018/06/07 15:07,https://data.gov.tw/node/85448,淑貞,2019/5/20 下午 5:48:40,85448.7,各縣市警消單位預算員額與實際在職員額人數,南投縣政府,B. 同意提供 (跳B),,,,,,,,,,,,,,,,,,,,,,已回報提供,,非提供開放資料,全部資料,,,,,文字敘述,非資料檔案或清單,,,,,,,,,,,,,,,,,,
85448,各縣市警消單位預算員額與實際在職員額人數,"臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",各縣市警消單位預算員額與實際在職員額人數,單位預算員額，實際在職員額人數，縣市別,了解實際現有警消人力配置是否足夠執行法定職掌,1412,許***人,2018/06/07 15:07,https://data.gov.tw/node/85448,淑貞,2019/5/20 下午 5:30:17,85448.8,各縣市警消單位預算員額與實際在職員額人數,花蓮縣政府,B. 同意提供 (跳B),,,,,,,,,,,,,,,,,,,,,,沒有時間表,,無法判斷,無法判斷,,,,將上架至政府資料開放平臺,平台好像找不到,因為民眾申請才開放,,,,,,,,,,,,,,,,,,
85448,各縣市警消單位預算員額與實際在職員額人數,"臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",各縣市警消單位預算員額與實際在職員額人數,單位預算員額，實際在職員額人數，縣市別,了解實際現有警消人力配置是否足夠執行法定職掌,1412,許***人,2018/06/07 15:07,https://data.gov.tw/node/85448,淑貞,2019/5/20 下午 5:47:37,85448.9,各縣市警消單位預算員額與實際在職員額人數,澎湖縣政府,A. 申請前已對外提供 (續A),,,,,,,,,無法判斷,無法判斷,無法判斷,,,,,已公布於澎湖縣政府全球資訊網->人事處->政府資料公開->業務統計 https://www.penghu.gov.tw/personnel/home.jsp?id=24&act=view&dataserno=201806150005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,不是新發現，我只是要補充問答內文中所提到的實際連結網址 (請貼上網址),沒有找到,,
85448,各縣市警消單位預算員額與實際在職員額人數,"臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",各縣市警消單位預算員額與實際在職員額人數,單位預算員額，實際在職員額人數，縣市別,了解實際現有警消人力配置是否足夠執行法定職掌,1412,許***人,2018/06/07 15:07,https://data.gov.tw/node/85448,淑貞,2019/5/20 下午 6:41:15,85448.11,各縣市警消單位預算員額與實際在職員額人數,金門縣政府,E. 還未回覆 (跳E 選填備註),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,超過半年以上未回覆,,,,,,
85448,各縣市警消單位預算員額與實際在職員額人數,"臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",各縣市警消單位預算員額與實際在職員額人數,單位預算員額，實際在職員額人數，縣市別,了解實際現有警消人力配置是否足夠執行法定職掌,1412,許***人,2018/06/07 15:07,https://data.gov.tw/node/85448,淑貞,2019/5/20 下午 5:25:41,85448.12,各縣市警消單位預算員額與實際在職員額人數,苗栗縣政府,B. 同意提供 (跳B),,,,,,,,,,,,,,,,,,,,,,已回報提供,,非提供開放資料,全部資料,,,,本府消防局提供相關數據如下：,文字敘述,非資料檔案或清單,,,,,,,,,,,,,,,,,,
85448,各縣市警消單位預算員額與實際在職員額人數,"臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",各縣市警消單位預算員額與實際在職員額人數,單位預算員額，實際在職員額人數，縣市別,了解實際現有警消人力配置是否足夠執行法定職掌,1412,許***人,2018/06/07 15:07,https://data.gov.tw/node/85448,淑貞,2019/5/20 下午 5:32:08,85448.13,各縣市警消單位預算員額與實際在職員額人數,雲林縣政府,B. 同意提供 (跳B),,,,,,,,,,,,,,,,,,,,,,已回報提供,,非提供開放資料,全部資料,,,,人數資訊如下,文字敘述,非資料檔案或清單,,,,,,,,,,,,,,,,,,
85448,各縣市警消單位預算員額與實際在職員額人數,"臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",各縣市警消單位預算員額與實際在職員額人數,單位預算員額，實際在職員額人數，縣市別,了解實際現有警消人力配置是否足夠執行法定職掌,1412,許***人,2018/06/07 15:07,https://data.gov.tw/node/85448,淑貞,2019/5/20 下午 4:27:22,85448.14,各縣市警消單位預算員額與實際在職員額人數,桃園市政府,B. 同意提供 (跳B),,,,,,,,,,,,,,,,,,,,,,已回報提供,,非提供開放資料,全部資料,,,,"機關預算員額係屬資訊公開項目， 本府警察局107年預算員額為4,032人，另統計截至107年12月11日止，現有員額為3,923人。 本府消防局107年預算員額為1,569人，107年11月底實際在職員額人數為1,392人。",文字敘述提供資料。另外可能之前已提供，但機關未說明。,機關回覆時，援引相關法規,非資料檔案或清單,,,,,,,,,,,,,,,,,
85448,各縣市警消單位預算員額與實際在職員額人數,"臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",各縣市警消單位預算員額與實際在職員額人數,單位預算員額，實際在職員額人數，縣市別,了解實際現有警消人力配置是否足夠執行法定職掌,1412,許***人,2018/06/07 15:07,https://data.gov.tw/node/85448,淑貞,2019/5/20 下午 6:28:02,85448.15,各縣市警消單位預算員額與實際在職員額人數,彰化縣政府,B. 同意提供 (跳B),,,,,,,,,,,,,,,,,,,,,,已回報提供,,非提供開放資料,全部資料,,,,,文字敘述,非資料檔案或清單,,,,,,,,,,,,,,,,,,
85448,各縣市警消單位預算員額與實際在職員額人數,"臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",各縣市警消單位預算員額與實際在職員額人數,單位預算員額，實際在職員額人數，縣市別,了解實際現有警消人力配置是否足夠執行法定職掌,1412,許***人,2018/06/07 15:07,https://data.gov.tw/node/85448,淑貞,2019/5/20 下午 5:33:45,85448.16,各縣市警消單位預算員額與實際在職員額人數,宜蘭縣政府,B. 同意提供 (跳B),,,,,,,,,,,,,,,,,,,,,,已回報提供,,非提供開放資料,全部資料,,,,回復如下,文字敘述,非資料檔案或清單,,,,,,,,,,,,,,,,,,
85448,各縣市警消單位預算員額與實際在職員額人數,"臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",各縣市警消單位預算員額與實際在職員額人數,單位預算員額，實際在職員額人數，縣市別,了解實際現有警消人力配置是否足夠執行法定職掌,1412,許***人,2018/06/07 15:07,https://data.gov.tw/node/85448,淑貞,2019/5/20 下午 5:37:37,85448.17,各縣市警消單位預算員額與實際在職員額人數,新北市政府,B. 同意提供 (跳B),,,,,,,,,,,,,,,,,,,,,,已回報提供,,非提供開放資料,全部資料,,,,,文字敘述,非資料檔案或清單,,,,,,,,,,,,,,,,,,
85448,各縣市警消單位預算員額與實際在職員額人數,"臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",各縣市警消單位預算員額與實際在職員額人數,單位預算員額，實際在職員額人數，縣市別,了解實際現有警消人力配置是否足夠執行法定職掌,1412,許***人,2018/06/07 15:07,https://data.gov.tw/node/85448,淑貞,2019/5/20 下午 6:38:19,85448.18,各縣市警消單位預算員額與實際在職員額人數,連江縣政府,C. 不同意提供 (跳C),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,還要研議,,,內部協調研議中,,,,,,,,,,,,
85448,各縣市警消單位預算員額與實際在職員額人數,"臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",各縣市警消單位預算員額與實際在職員額人數,單位預算員額，實際在職員額人數，縣市別,了解實際現有警消人力配置是否足夠執行法定職掌,1412,許***人,2018/06/07 15:07,https://data.gov.tw/node/85448,淑貞,2019/5/20 下午 6:36:18,85448.19,各縣市警消單位預算員額與實際在職員額人數,臺中市政府,B. 同意提供 (跳B),,,,,,,,,,,,,,,,,,,,,,已回報提供,,非提供開放資料,全部資料,,,,,文字敘述,,,,,,,,,,,,,,,,,,,
85448,各縣市警消單位預算員額與實際在職員額人數,"臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",各縣市警消單位預算員額與實際在職員額人數,單位預算員額，實際在職員額人數，縣市別,了解實際現有警消人力配置是否足夠執行法定職掌,1412,許***人,2018/06/07 15:07,https://data.gov.tw/node/85448,淑貞,2019/5/20 下午 5:36:19,85448.21,各縣市警消單位預算員額與實際在職員額人數,新竹市政府,B. 同意提供 (跳B),,,,,,,,,,,,,,,,,,,,,,已回報提供,,非提供開放資料,全部資料,,,,回覆如下,文字敘述,非資料檔案或清單,,,,,,,,,,,,,,,,,,
85448,各縣市警消單位預算員額與實際在職員額人數,"臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",各縣市警消單位預算員額與實際在職員額人數,單位預算員額，實際在職員額人數，縣市別,了解實際現有警消人力配置是否足夠執行法定職掌,1412,許***人,2018/06/07 15:07,https://data.gov.tw/node/85448,淑貞,2019/5/20 下午 4:31:42,85448.22,各縣市警消單位預算員額與實際在職員額人數,臺北市政府,A. 申請前已對外提供 (續A),,,,,,,,,不是開放資料 (續A2),沒說要提供,全部資料,,,,,可由本府公開資訊網站進行資料下載， 網址:https://dop.gov.taipei/News_Content.aspx?n=1FCA3472463E8493&sms=86B57F8CFA696AEA&s=52098AD7366D5CE9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,不是新發現，我只是要補充問答內文中所提到的實際連結網址 (請貼上網址),https://dop.gov.taipei/News_Content.aspx?n=1FCA3472463E8493&sms=86B57F8CFA696AEA&s=52098AD7366D5CE9 PDF檔案格式,,
85351,全國各地各鄉鎮市區公所資訊,"臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",全國各地各鄉鎮市區公所資訊,名稱、地址、連絡電話、市民服務負責人,請問可否統整全國各地各鄉鎮市區公所資訊以便民服務?,1420,t***6,2018/06/06 11:10,https://data.gov.tw/node/85351,淑貞,2019/5/20 下午 6:59:25,85351,全國各地各鄉鎮市區公所資訊,要分案,F. 要分案,派發給「各地方政府」,派發機關數量正確,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85351,全國各地各鄉鎮市區公所資訊,"臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",全國各地各鄉鎮市區公所資訊,名稱、地址、連絡電話、市民服務負責人,請問可否統整全國各地各鄉鎮市區公所資訊以便民服務?,1420,t***6,2018/06/06 11:10,https://data.gov.tw/node/85351,淑貞,2019/5/20 下午 7:09:22,85351.3,全國各地各鄉鎮市區公所資訊,臺東縣政府,C. 不同意提供 (跳C),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,非資料所有機關,已提供單筆查詢功能,,於本府網址(http://www.taitung.gov.tw/Civil/)，服務視窗左下方(在地生活網)， 歡迎台端前往查詢。另統整全國各地各鄉鎮市區公所資訊係內政部權責，請洽詢內政部。,,負面案例,,,,,,,不是新發現，我只是要補充問答內文中所提到的實際連結網址 (請貼上網址),http://www.taitung.gov.tw/Civil/ 一次查詢一筆,,
85351,全國各地各鄉鎮市區公所資訊,"臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",全國各地各鄉鎮市區公所資訊,名稱、地址、連絡電話、市民服務負責人,請問可否統整全國各地各鄉鎮市區公所資訊以便民服務?,1420,t***6,2018/06/06 11:10,https://data.gov.tw/node/85351,淑貞,2019/5/20 下午 10:50:55,85351.4,全國各地各鄉鎮市區公所資訊,嘉義市政府,B. 同意提供 (跳B),,,,,,,,,,,,,,,,,,,,,,已回報提供,,提供開放資料,只是部分,沒有說明原因,,,資料集網址： https://data.gov.tw/dataset/85478,缺負責人,因為民眾申請才開放,,,,,,,,,,,,,,,,,,
85351,全國各地各鄉鎮市區公所資訊,"臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",全國各地各鄉鎮市區公所資訊,名稱、地址、連絡電話、市民服務負責人,請問可否統整全國各地各鄉鎮市區公所資訊以便民服務?,1420,t***6,2018/06/06 11:10,https://data.gov.tw/node/85351,淑貞,2019/5/20 下午 10:43:11,85351.5,全國各地各鄉鎮市區公所資訊,基隆市政府,C. 不同意提供 (跳C),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,非資料所有機關,已提供單筆查詢功能,,可由本處網站https://civil.klcg.gov.tw/tw/Default/Index上查詢，另統整全國各地各鄉鎮市區公所資訊係內政部權責,網站內容不好找,,,,,,,,,,,
85351,全國各地各鄉鎮市區公所資訊,"臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",全國各地各鄉鎮市區公所資訊,名稱、地址、連絡電話、市民服務負責人,請問可否統整全國各地各鄉鎮市區公所資訊以便民服務?,1420,t***6,2018/06/06 11:10,https://data.gov.tw/node/85351,淑貞,2019/5/20 下午 10:55:05,85351.6,全國各地各鄉鎮市區公所資訊,屏東縣政府,E. 還未回覆 (跳E 選填備註),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,超過半年以上未回覆,,,,,,
85351,全國各地各鄉鎮市區公所資訊,"臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",全國各地各鄉鎮市區公所資訊,名稱、地址、連絡電話、市民服務負責人,請問可否統整全國各地各鄉鎮市區公所資訊以便民服務?,1420,t***6,2018/06/06 11:10,https://data.gov.tw/node/85351,淑貞,2019/5/20 下午 9:32:36,85351.7,全國各地各鄉鎮市區公所資訊,南投縣政府,A. 申請前已對外提供 (續A),,,,,,,,,開放資料 (跳A3),,只是部分 (續A4),沒說要補齊,非資料所有機關,沒有說明原因,,不屬本府權責，可逕向內政部建議，且該部民政司已建置地方行政機關及村里服務機關查詢專區(網址:https://www.moi.gov.tw/dca/03download.aspx)可逕上該區查詢,少數知道內政部已經搜集的縣市,正面案例,,,,,,,,,,,,,,,,,,,,,,,,,,,,不是新發現，我只是要補充問答內文中所提到的實際連結網址 (請貼上網址),https://cand.moi.gov.tw/of/home.jsp?mserno=201011010007&serno=201011010007&menudata=OfMenu&contlink=ap/townmast_list.jsp&level3=N,,
85351,全國各地各鄉鎮市區公所資訊,"臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",全國各地各鄉鎮市區公所資訊,名稱、地址、連絡電話、市民服務負責人,請問可否統整全國各地各鄉鎮市區公所資訊以便民服務?,1420,t***6,2018/06/06 11:10,https://data.gov.tw/node/85351,淑貞,2019/5/20 下午 7:12:48,85351.8,全國各地各鄉鎮市區公所資訊,花蓮縣政府,A. 申請前已對外提供 (續A),,,,,,,,,不是開放資料 (續A2),沒說要提供,只是部分 (續A4),,沒有說明原因,,,已開放於下列網址http://www1.hl.gov.tw/ousv/dept_list/qindex.asp,缺少市民服務負責人欄位,,,,,,,,,,,,,,,,,,,,,,,,,,,,,不是新發現，我只是要補充問答內文中所提到的實際連結網址 (請貼上網址),http://www1.hl.gov.tw/ousv/dept_list/qindex.asp 網頁表格，無法下載,,
85351,全國各地各鄉鎮市區公所資訊,"臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",全國各地各鄉鎮市區公所資訊,名稱、地址、連絡電話、市民服務負責人,請問可否統整全國各地各鄉鎮市區公所資訊以便民服務?,1420,t***6,2018/06/06 11:10,https://data.gov.tw/node/85351,淑貞,2019/5/20 下午 9:52:30,85351.9,全國各地各鄉鎮市區公所資訊,澎湖縣政府,C. 不同意提供 (跳C),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已提供單筆查詢功能,,,"本府開放資料之網站網址為：Opendata.penghu.gov.tw, 歡迎參考使用，本府所屬六個鄉鎮市公所之職掌業務及活動訊息，請參考澎湖縣政府全球資訊網 https://www.penghu.gov.tw/ch/index.jsp 之機關連結 --> 鄉市公所(馬公市，湖西鄉、白沙鄉、西嶼鄉、望安鄉、七美鄉)之網站資訊",,,,,,,,,不是新發現，我只是要補充問答內文中所提到的實際連結網址 (請貼上網址),http://opendata.penghu.gov.tw/# 地方開放資料平台沒有找到，另一個網址是官網，必須翻找相關資料,,
85351,全國各地各鄉鎮市區公所資訊,"臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",全國各地各鄉鎮市區公所資訊,名稱、地址、連絡電話、市民服務負責人,請問可否統整全國各地各鄉鎮市區公所資訊以便民服務?,1420,t***6,2018/06/06 11:10,https://data.gov.tw/node/85351,淑貞,2019/5/20 下午 10:55:46,85351.11,全國各地各鄉鎮市區公所資訊,金門縣政府,E. 還未回覆 (跳E 選填備註),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,超過半年以上未回覆,,,,,,
